id,common_name,scientific_name,other_name,family,origin,type,dimension,cycle,attracts,propagation,watering,depth_water_requirement,volume_water_requirement,watering_period,plant_anatomy,sunlight,pruning_month,pruning_count,seeds,maintenance,care-guides,soil,growth_rate,drought_tolerant,salt_tolerant,thorny,invasive,tropical,indoor,care_level,pest_susceptibility,pest_susceptibility_api,flowers,flowering_season,flower_color,cones,fruits,edible_fruit,edible_fruit_taste_profile,fruit_nutritional_value,fruit_color,harvest_season,leaf,leaf_color,edible_leaf,cuisine,medicinal,poisonous_to_humans,poisonous_to_pets,description,other_images,dimensions.type,dimensions.min_value,dimensions.max_value,dimensions.unit,hardiness.min,hardiness.max,hardiness_location.full_url,hardiness_location.full_iframe,watering_general_benchmark.value,watering_general_benchmark.unit,depth_water_requirement.unit,depth_water_requirement.value,pruning_count.amount,pruning_count.interval,volume_water_requirement.unit,volume_water_requirement.value
20,Golden Fullmoon Maple,"[""Acer japonicum 'Aureum'""]",[],,['Japan'],tree,Height:  20 feet,Perennial,[],"['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Division', 'Seed Propagation']",Average,,[],,[],"['full sun', 'part shade']","['February', 'March', 'April', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",[],FALSE,,http://perenual.com/api/species-care-guide-list?species_id=20&key=sk-OENd67d1d29b015ee9112,[],Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,FALSE,,,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['gold', 'yellow']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Golden Fullmoon Maple is an amazing plant species due to its dazzling yellow-gold leaves, which scintillate in the sun. This tree is a sight to behold, especially in autumn, when the leaves turn a richer golden color. Its bark is smooth and light in color and its branches are gently curved and attractively shaped. This species of maple is easy to grow and thrives in full sun or partial shade, along with well-drained, fertile soil. It is also resistant to most pests and diseases, making it an ideal choice for the garden or backyard. With its graceful form and beautiful leaves, the Golden Fullmoon Maple is truly a stand-out in the landscape.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,20,20,feet,6,6,https://perenual.com/api/hardiness-map?species_id=20&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=20&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,inches,2,,,,
21,Emmett's Pumpkin Fullmoon Maple,"[""Acer japonicum 'Emmett's Pumpkin'""]",[],,['Japan'],tree,Height:  20 feet,Perennial,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Tissue Culture']",Average,[],[],,[],"['full sun', 'part shade', 'filtered shade']","['March', 'April', 'May', 'June', 'July']",[],FALSE,,http://perenual.com/api/species-care-guide-list?species_id=21&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,[],Coming Soon,FALSE,,,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['red', 'yellow', 'orange']",FALSE,FALSE,FALSE,FALSE,FALSE,"Emmett's Pumpkin Fullmoon Maple is an amazing deciduous tree species that is known for its beautiful foliage. It has dark green, almost bronze-colored leaves that turn a deep orange-red in the fall. In the summertime, it has clusters of yellow-orange flowers, and in the winter it features small, red seed plumes. It grows in a pleasing, rounded shape and reaches heights up to 25 feet, providing year-round beauty to any landscape. It is a great choice for gardeners who are looking for a unique tree that provides stunning colors throughout the seasons.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,20,20,feet,6,6,https://perenual.com/api/hardiness-map?species_id=21&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=21&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
22,Green Cascade Maple,"[""Acer japonicum 'Green Cascade'""]",[],Sapindaceae,['Japan'],tree,Height:  30 feet,Perennial,[],"['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Division', 'Seed Propagation']",Average,,[],,[],"['Full sun', 'part shade']","['February', 'March', 'April']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=22&key=sk-OENd67d1d29b015ee9112,[],Low,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,TRUE,Spring,Purplish-red,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['bronze', 'green']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Green Cascade Maple (Acer japonicum 'Green Cascade') is an amazing plant with stunning features. It has a unique cascading form which means it is slightly wider at the base and gradually narrows as it grows taller. The foliage of this tree is deep green with reddish-tinged edges in the spring and summer, transforming to a deep yellow-green in autumn. This foliage provides a beautiful contrast with the bark which is grey-brown with a light orange tone. The Green Cascade Maple is an excellent choice for a specimen tree or to provide a natural screen. It's versatile, easy to care for, and provides stunning visual appeal all year round.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,30,30,feet,6,6,https://perenual.com/api/hardiness-map?species_id=22&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=22&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,inches,2,,,,
23,Big Leaf Maple,['Acer macrophyllum'],['Oregon Maple'],Sapindaceae,"['British Columbia', 'California', 'Oregon', 'Washington']",tree,Height:  60 feet,Perennial,"['Squirrels', ' Bees']",['Seed Propagation'],Average,[],,,"[{'part': 'leaf', 'color': ['light-green']}, {'part': 'veins', 'color': ['dark-green', 'light-green']}, {'part': 'stem', 'color': ['brown']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stems', 'color': ['green']}]","['full sun', 'part sun/part shade']","['February', 'March', 'April', 'May', 'March', 'April', 'May', 'June', 'July', 'August', 'September']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=23&key=sk-OENd67d1d29b015ee9112,['Sandy Loamy'],Moderate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,"['Fungal leaf spot', ' Heart rot', ' Mildew', '  Pest resistant', ' Disease resistant ']",Coming Soon,TRUE,Spring,Greenish-yellow,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['green', 'red', 'yellow', 'orange']",Fall,TRUE,"['green', 'red', 'yellow', 'orange']",FALSE,FALSE,TRUE,FALSE,FALSE,"Big Leaf Maple (Acer macrophyllum) is an amazing species of maple tree. It is native to western North America, growing up to 100 feet tall in some areas. Its leaves are extremely large, reaching up to a foot in width and length, and are a brilliant green in the summer months. In autumn, the leaves turn a stunning yellow, orange, or even a mix of the two. Big Leaf Maple is prized for its hard wood, making it popular for many furniture and flooring options. Its impressive size, vibrant color, and useful timber make it a truly amazing tree species.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,60,60,feet,6,6,https://perenual.com/api/hardiness-map?species_id=23&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=23&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,gallons,5
24,Mocha Rose Big Leaf Maple,"[""Acer macrophyllum 'Mocha Rose'""]",['Oregon Maple'],Sapindaceae,"['British Columbia', 'California', 'Oregon', 'Washington']",tree,Height:  60 feet,Perennial,"['Squirrels', ' Bees']",['Seed Propagation'],Average,,[],,"[{'part': 'leaf', 'color': ['light-green', 'green']}, {'part': 'veins', 'color': ['light-green', 'green']}, {'part': 'stem', 'color': ['red']}, {'part': 'branch', 'color': ['brown']}]","['full sun', 'part shade']","['February', 'March', 'April']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=24&key=sk-OENd67d1d29b015ee9112,['Sandy Loamy'],Moderate,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,"['Fungal leaf spot', ' Heart rot', ' Mildew', '  Pest resistant', ' Disease resistant ']",Coming Soon,TRUE,Spring,Greenish-yellow,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,[],Fall,TRUE,"['red', 'purple']",FALSE,FALSE,FALSE,FALSE,FALSE,"Mocha Rose Big Leaf Maple is an amazing plant species for many reasons. It has lush glossy green foliage with deeply lobed leaves that are edged in pink, giving this tree a stunning look that is unlike any other. It also enjoys sun, but is tolerant of partial shade and can tolerate most soil types and moisture conditions. Its ability to thrive in a range of environments and climates makes it an excellent choice for gardeners. In addition to its eye-catching foliage, this maple also produces small flowers in the spring, providing a great source of nectar for pollinators. Overall, Mocha Rose Big Leaf Maple is an exquisite and unparalleled choice for any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,60,60,feet,6,6,https://perenual.com/api/hardiness-map?species_id=24&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=24&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,inches,5,,,,
25,Flamingo Boxelder,"[""Acer negundo 'Flamingo'""]","['Manitoba Maple', 'box elder']",Sapindaceae,['Central and North America'],tree,Height:  25 feet,Perennial,[],"['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Division', 'Seed Propagation']",Average,,[],,"[{'part': 'leaves', 'color': ['green-white']}, {'part': 'stem', 'color': ['brown']}, {'part': 'trunk', 'color': ['silver']}, {'part': 'branches', 'color': ['silver']}, {'part': 'twigs', 'color': ['green']}]","['full sun', 'part sun/part shade']","['March', 'April', 'May']",[],FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=25&key=sk-OENd67d1d29b015ee9112,['Sandy Loamy Clay'],Low,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Medium,"['Anthracnose', ' Canker', 'sap rot', ' Mildew', ' Stem borer insects', '  Drought resistant ']",Coming Soon,TRUE,,Greenish yellow,TRUE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'yellow', 'pink']",FALSE,FALSE,FALSE,FALSE,FALSE,"Flamingo Boxelder is an amazing and eye-catching tree variety that adds a unique flair to any garden. It’s an elegant and graceful accent tree, with striking, feathery, pink and white foliage and bright pink seedpods in the Autumn. Its heart-shaped leaves are also great for wildlife and provide a natural habitat for birds. In addition to its ornamental beauty, this fast-growing and hardy tree is also quite tough and resistant to disease, pests, and drought. Perfect for small gardens, containers, and street trees, this stunning tree is sure to add a playful and vibrant touch to any outdoor space.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,25,25,feet,6,6,https://perenual.com/api/hardiness-map?species_id=25&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=25&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,inches,2,,,,
26,Kelly's Gold Boxelder,"[""Acer negundo 'Kelly's Gold'""]","['Manitoba Maple', 'box elder']",Sapindaceae,['Central and North America'],tree,Height:  25 feet,Perennial,[],"['Cutting', 'Grafting Propagation', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']",Frequent,[],,,"[{'part': 'branches', 'color': ['dark-brown']}, {'part': 'twigs', 'color': ['brown']}, {'part': 'stems', 'color': ['green']}, {'part': 'leaves', 'color': ['green']}]","['full sun', 'part sun/part shade']","['March', 'April', 'May']",,FALSE,Low,http://perenual.com/api/species-care-guide-list?species_id=26&key=sk-OENd67d1d29b015ee9112,['Sandy Loamy Clay'],Low,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"['Anthracnose', ' Canker', 'sap rot', ' Mildew', ' Stem borer insects', '  Drought resistant ']",Coming Soon,TRUE,,Greenish yellow,TRUE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['gold', 'yellow']",FALSE,FALSE,FALSE,FALSE,FALSE,"Kelly's Gold Boxelder is a spectacular tree with many amazing features. Its large ovate leaves are edged with a creamy yellow border that contrasts brilliantly with its dark green center. In spring, showy yellow and red flowers promote the growth of large clusters of dark red fruits in autumn. This tree is also a hardy species that is fairly drought tolerant, and can thrive in both sun and partial shade. Beyond its beauty, it also provides excellent shade, being a fast-growing, large tree. Its vibrant leaves create an eye-catching focal point in any landscape setting. Kelly's Gold Boxelder is the ideal tree for any outdoor space.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,25,25,feet,6,6,https://perenual.com/api/hardiness-map?species_id=26&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=26&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,1.0,yearly,gallons,2
27,Japanese Maple,['Acer palmatum'],[],Sapindaceae,"['Korea', 'Japan']",tree,Height:  20 feet,Perennial,[],"['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Seed Propagation']",Average,[],[],,[],"['Full sun', 'part shade']","['February', 'March', 'April']",[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=27&key=sk-OENd67d1d29b015ee9112,['Well-drained'],Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Moderate,"['Anthracnose', ' Canker', 'sap rot', ' Caterpillar', 'cutworm', ' Mildew', ' Wilt', '  Pest resistant', ' Disease resistant', ' Rabbit resistant ']",Coming Soon,TRUE,Spring,Reddish-purple,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['green', 'red', 'yellow', 'purple', 'orange', 'maroon', 'burgundy']",Fall,TRUE,"['green', 'red', 'yellow', 'purple', 'orange']",FALSE,FALSE,TRUE,FALSE,FALSE,"The Japanese Maple, or Acer Palmatum, is a beautiful small tree and an amazing addition to any landscape. Its delicate foliage offers an incredible range of colors, from vibrant reds to deep greens throughout the growing season. In the fall, its leaves turn yellow and oranges, and finally bronze. With its intricate branches and vibrant colors, it is a sight to behold. This species is also preferred for its versatility, as it grows well in both container gardens and in large outdoor spaces. Its petite size makes it an ideal choice for a variety of settings, making it a great all-around choice for any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,20,20,feet,6,6,https://perenual.com/api/hardiness-map?species_id=27&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=27&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
28,Aka Shigitatsu Sawa Japanese Maple,"[""Acer palmatum 'Aka Shigitatsu Sawa'""]",['Samurai'],,['Japan'],tree,Height:  8 feet,Perennial,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Tissue Culture']",Frequent,,[],,[],['part sun/part shade'],"['February', 'March', 'April']",[],FALSE,,http://perenual.com/api/species-care-guide-list?species_id=28&key=sk-OENd67d1d29b015ee9112,[],Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,FALSE,,,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'red', 'yellow', 'purple', 'orange']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Aka Shigitatsu Sawa Japanese Maple is an amazing tree sure to stand out in any garden. Its spectacular foliage consists of deeply lobed, bright green leaves that turn a brilliant orange-red in the fall. The tree itself has a compact growth habit, with an upright and symmetrical silhouette. It can withstand extreme temperatures, making it ideal for colder climate gardens. Additionally, it requires minimal pruning and is pest and disease resistant. The Aka Shigitatsu Sawa Japanese Maple truly is a stunning addition to any garden and is sure to be the centerpiece of any landscape.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,8,8,feet,6,6,https://perenual.com/api/hardiness-map?species_id=28&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=28&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,feet,2,,,,
29,Alpenweiss Variegated Dwarf Japanese Maple*,"[""Acer palmatum 'Alpenweiss'""]",[],,['Japan'],tree,Height:  12 feet,Perennial,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']",Average,,[],,[],"['full sun', 'part shade']","['March', 'April']",[],FALSE,,http://perenual.com/api/species-care-guide-list?species_id=29&key=sk-OENd67d1d29b015ee9112,[],Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,[],Coming Soon,FALSE,,,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'white']",FALSE,FALSE,FALSE,FALSE,FALSE,"Acer palmatum 'Alpenweiss' is an amazing dwarf Japanese maple species with uniquely variegated leaves. This small tree has a low and spreading habit, making it perfect for a variety of garden settings. Throughout spring and summer, its foliage is a delightful mix of cream and white hues, slowly turning deeper shades of yellow and orange with the arrival of autumn. In addition to its beautiful foliage, it produces small, dainty flowers of pink and red during the spring months. As its small size requires no pruning, the Acer palmatum 'Alpenweiss' makes a low maintenance accent to many landscape designs.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,12,12,feet,7,7,https://perenual.com/api/hardiness-map?species_id=29&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=29&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,inches,3,,,,
30,Ao Shime No Uchi Japanese Maple,"[""Acer palmatum 'Ao Shime No Uchi'""]",[],,['Japan'],tree,Height:  10 feet,Perennial,[],"['Air Layering Propagation', 'Grafting Propagation', 'Cutting', 'Seed Propagation']",Frequent,[],[],,[],"['full sun', 'part shade']","['February', 'March', 'April']",[],FALSE,,http://perenual.com/api/species-care-guide-list?species_id=30&key=sk-OENd67d1d29b015ee9112,[],Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,FALSE,,,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'red', 'yellow', 'purple', 'orange']",FALSE,FALSE,FALSE,FALSE,FALSE,"Ao Shime No Uchi Japanese Maple (Acer palmatum 'Ao Shime No Uchi') is a stunning plant, with a profusion of eye-catching colors. Its history dates back to Japan, where it is still highly popular. The cascading leaves display an array of colors—from bright pink in spring, turning into light green and yellow in summer, then shades of cream and golden yellow in autumn. During the summer, the naturally compact growth and foliage of this dwarf tree create an enchanting feature in your garden. With striking beauty and an irresistible shape to its leaves, it is no wonder why Ao Shime No Uchi Japanese Maple is such an amazing addition to any garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,10,10,feet,6,6,https://perenual.com/api/hardiness-map?species_id=30&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=30&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
31,Aoyagi Japanese Maple*,"[""Acer palmatum 'Aoyagi'""]",['Green Coral Japanese Maple'],,['Japan'],tree,Height:  10 feet,Perennial,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']",Frequent,[],[],,[],"['full sun', 'part shade']","['March', 'April', 'May', 'February', 'March', 'April', 'March', 'April']",[],FALSE,,http://perenual.com/api/species-care-guide-list?species_id=31&key=sk-OENd67d1d29b015ee9112,[],Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Moderate,[],Coming Soon,FALSE,,,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'red', 'yellow', 'orange']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Aoyagi Japanese Maple is a stunning sight to behold. It is a beautiful, compact deciduous shrub with highly textured, silver-green to yellow-green foliage that transforms to shades of maroon-red in autumn. Springtime brings clusters of small, rosy-red flowers that provide sweet nectar for butterflies and other pollinators. Aoyagi Japanese Maples make nice additions to rock gardens, small spaces, naturalized areas and even as specimen plants on larger properties. They grow best in part shade to full sun with well-drained, slightly acidic soil and average water. Highly ornamental, easy to care for and disease-resistant, the Aoyagi Japanese Maple is an amazing and rewarding choice for any landscape.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,10,10,feet,7,7,https://perenual.com/api/hardiness-map?species_id=31&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=31&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
32,Arakawa Cork Bark Japanese Maple,"[""Acer palmatum 'Arakawa'""]","['Rough-Bark Japanese Maple', 'Arakawa Ukon']",Sapindaceae,['Japan'],tree,Height:  15 feet,Perennial,[],"['Grafting Propagation', 'Cutting', 'Layering Propagation', 'Air Layering Propagation', 'Root Division']",Average,[],[],,[],"['Full sun', 'part shade']",['May'],[],TRUE,Low,http://perenual.com/api/species-care-guide-list?species_id=32&key=sk-OENd67d1d29b015ee9112,[],Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,[],Coming Soon,TRUE,Spring,Reddish-purple,FALSE,TRUE,FALSE,Coming Soon,Coming Soon,"['green', 'red', 'yellow', 'purple', 'orange']",Fall,TRUE,"['green', 'red', 'yellow', 'purple', 'orange']",FALSE,FALSE,FALSE,FALSE,FALSE,"Arakawa Cork Bark Japanese Maple (Acer palmatum 'Arakawa') is an amazing tree to include in any garden. With year-round interest, it has beautiful foliage and an unusual bark. The delicate, five-lobed leaves are bright green in summer, changing to orange and yellow in autumn. Its bark is striking with thick, corky ridges, giving an element of rugged beauty. Plus, it's great for small spaces since it only grows to 5m high and only takes around 10 years to reach its full size. Add it to a sunny but sheltered spot for the best performance.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,15,15,feet,7,7,https://perenual.com/api/hardiness-map?species_id=32&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=32&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,,,,,,
33,Asahi Zuru Japanese Maple,"[""Acer palmatum 'Asahi Zuru'""]","['Rising Sun', 'Dawn Swan']",,['Japan'],tree,Height:  12 feet,Perennial,[],"['Grafting Propagation', 'Layering Propagation', 'Cutting', 'Air Layering Propagation', 'Root Division']",Average,,[],,[],"['full sun', 'part shade']","['February', 'March', 'April']",[],FALSE,,http://perenual.com/api/species-care-guide-list?species_id=33&key=sk-OENd67d1d29b015ee9112,[],Low,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Medium,[],Coming Soon,FALSE,,,FALSE,FALSE,FALSE,Coming Soon,Coming Soon,[],,TRUE,"['green', 'red', 'yellow', 'orange']",FALSE,FALSE,FALSE,FALSE,FALSE,"The Asahi Zuru Japanese maple is an absolutely amazing specimen. With its multiple shades of green and yellow, it is absolutely stunning. Its deeply cut leaves and cascading foliage provide unique structure within the landscape. In fall, the foliage further stands out with its brilliant yellow, crimson, and orange colors. And during the winter months, stems are relieved of their foliage to reveal a pleasing, brown, exfoliating bark. Asahi Zuru Japanese maple is highly adaptable to many soil types, can be grown in sun or shade, and rarely requires pruning. All of this combined makes it a perfect choice for the home garden.",Upgrade Plan To Supreme For Access https://perenual.com/subscription-api-pricing. Im sorry,Height,12,12,feet,7,7,https://perenual.com/api/hardiness-map?species_id=33&size=og&key=sk-OENd67d1d29b015ee9112,<iframe frameborder=0 scrolling=yes seamless=seamless width=1000 height=550 style='margin:auto;' src='https://perenual.com/api/hardiness-map?species_id=33&size=og&key=sk-OENd67d1d29b015ee9112'></iframe>,,days,inches,2,,,,
